ID,Rank,Title,Episodes,Producers,Type,PremieredYear,ENDYear,Rating,Score,VoiceActors,,
2428,3874,Esper Mami,119,['Shin-Ei Animation'],TV,1987,1989,PG-13,6.8,"['Yokozawa Keiko', 'Shibamoto Hiroyuki', 'Sasaki Nozomu', 'Hirano Yoshikazu']",,
2429,3876,Fusha no Sha (To Shoot Without Shooting),1,['Shanghai Animation Film Studio'],Movie,1988,1988,PG,6.79,[],,
2430,3878,Gekitou! Crush Gear Turbo,68,"['Sunrise', 'Bandai Visual']",TV,2001,2003,G,6.8,"['Sasanuma Akira', 'Sakamoto Chika', 'Shindo Naomi', 'Matsumoto Megumi']",,
2431,3879,Genji Monogatari,1,"['TV Asahi', 'Group TAC']",Movie,1987,1987,R+,6.8,['Kazama Morio'],,
2432,3881,Gun Frontier,13,"['Vega Entertainment', 'Media Blasters']",TV,2002,2002,PG-13,6.8,"['Takemoto Eiji', 'Yamaguchi Kappei', 'Matsumoto Rika']",,
2433,3887,Mezzo DSA,13,"['Arms', 'ADV Films']",TV,2004,2004,R+,6.8,"['Kotani Tomoko', 'Matsuki Miyu', 'Yamazaki Takumi', 'Hirokawa Taichirou']",,
2434,3889,MM! Specials,9,['Xebec'],Special,2010,2011,R+,6.8,"['Taketatsu Ayana', 'Fukuyama Jun', 'Hayami Saori', 'Yahagi Sayuri']",,
2435,3891,Nurse Witch Komugi-chan Magikarte,5,"['Kyoto Animation', 'ADV Films', 'Rondo Robe', 'Pioneer LDC', 'Toshiba Entertainment']",OVA,2002,2004,PG-13,6.8,"['Momoi Haruko', 'Ootani Ikue', 'Ueda Yuji', 'Watanabe Shinichi']",,
2436,3892,Ohayo! Spank,63,['TMS Entertainment'],TV,1981,1982,G,6.8,['Tsukase Noriko'],,
2437,3893,Okusama ga Seitokaichou! (My Wife is the Student Council President),12,"['DAX Production', 'Seven', 'Dream Creation']",TV,2015,2015,R+,6.8,"['Taketatsu Ayana', 'Okitsu Kazuyuki', 'Tsuda Minami', 'Kaneda Tomoko']",,
2438,3894,Ougon Bat (Golden Bat),52,"['None found', 'add some']",TV,1967,1968,PG-13,6.8,"['Kobayashi Osamu', 'Takahashi Kazue', 'Murakoshi Ichirou']",,
2439,3895,Persona 4 The Golden Animation,12,"['Aniplex', 'A-1 Pictures', 'Yomiko Advertising', 'Mainichi Broadcasting', 'Movic', 'Sega', 'Aniplex of America']",TV,2014,2014,PG-13,6.8,"['Namikawa Daisuke', 'Hanazawa Kana', 'Park Romi', 'Morikubo Showtaro']",,
2440,3897,Shamanic Princess,6,"['Bandai Visual', 'Triangle Staff', 'Animate Film', 'Movic', 'Media Blasters', 'Central Park Media']",OVA,1996,1998,PG-13,6.8,"['Sayuri', 'Yayoi Mitsuki', 'Matsumoto Rika', 'Matsumoto Rika']",,
2441,3898,Teekyuu,12,"['MAPPA', 'Earth Star Entertainment']",TV,2012,2012,PG-13,6.8,"['Hanazawa Kana', 'Mimori Suzuko', 'Narumi Kyoko', 'Watanabe Yui']",,
2442,3899,The Hakkenden (The Hakkenden: Legend of the Dog Warriors),6,"['AIC', 'Pioneer LDC']",OVA,1990,1991,R,6.8,"['Seki Toshihiko', 'Nishimura Tomohiro', 'Yamaguchi Kappei', 'Takayama Minami']",,
2443,3900,Tide-Line Blue Special,1,['Bandai Entertainment'],Special,2006,2006,PG-13,6.8,"['Sakaguchi Daisuke', 'Namikawa Daisuke', 'Sakakibara Yoshiko']",,
2444,3903,Universe,1,['Production I.G'],Music,2007,2007,G,6.8,[],,
2445,3904,Winter Garden (Di Gi Charat: Winter Garden),2,"['J.C.Staff', 'Broccoli', 'Sentai Filmworks']",Special,2006,2006,G,6.8,"['Sawashiro Miyuki', 'Sanada Asami', 'Irino Miyu', 'Hikami Kyouko']",,
2446,3906,Xiao Qian (A Chinese Ghost Story),1,"['Triangle Staff', 'Film Workshop']",Movie,1997,1997,PG,6.8,"['Ishida Akira', 'Yuya Atsuko']",,
2447,3907,Yamato yo Towa ni (Be Forever Yamato),1,['Toei Animation'],Movie,1980,1980,PG-13,6.8,"['Tomiyama Kei', 'Aono Takeshi', 'Nakamura Shuusei', 'Han Keiko']",,
2448,3909,Absolute Duo,12,"['FUNimation Entertainment', 'Half H.P Studio', 'AT-X', '8bit', 'feng', 'Showgate']",TV,2015,2015,R,6.79,"['Yamamoto Nozomi', 'Yamazaki Haruka', 'Matsuoka Yoshitsugu', 'Suwa Ayaka']",,
2449,3910,Ai no Gakko Cuore Monogatari,26,['Nippon Animation'],TV,1981,1981,G,6.79,[],,
2450,3911,Ai Tenshi Densetsu Wedding Peach (Wedding Peach),51,"['Oriental Light and Magic', 'KSS', 'ADV Films', 'NAS', 'Studio Jack']",TV,1995,1996,G,6.79,"['Hikami Kyouko', 'Ueda Yuji', 'Yukana', 'Miyamura Yuko']",,
2451,3912,Amazing Nuts!,4,['Studio 4°C'],Music,2006,2006,G,6.79,['Kitamura Eri'],,
2452,3914,Ashita e Free Kick,52,['Production Reed'],TV,1992,1993,PG-13,6.79,"['Kusao Takeshi', 'Sasaki Nozomu', 'Watanabe Misa', 'Shiratori Yuri']",,
2453,3916,Choujikuu Seiki Orguss (The Super Dimension Century Orguss),35,"['Artland', 'Tokyo Movie Shinsha', 'Victor Entertainment', 'Mainichi Broadcasting', 'Studio Nue', 'Big West', 'Discotek']",TV,1983,1984,PG-13,6.79,"['Hayami Show', 'Sasaki Run', 'Miyuki Sanae', 'Suzuoki Hirotaka']",,
2454,3918,Dog Days Recap,1,"['Aniplex', 'Seven Arcs']",Special,2015,2015,PG-13,6.79,[],,
2455,3919,E&#039;s Otherwise,26,"['Studio Pierrot', 'ADV Films']",TV,2003,2003,PG-13,6.79,"['Tai Yuuki', 'Kobayashi Sanae', 'Matsumoto Yasunori', 'Nozawa Masako']",,
2456,3922,Freedom Previsited,1,"['Sunrise', 'Bandai Visual']",OVA,2006,2006,PG,6.79,['Namikawa Daisuke'],,
2457,3923,Hikari no Densetsu,19,['Tatsunoko Productions'],TV,1986,1986,PG,6.79,"['Tomizawa Michie', 'Tobita Nobuo', 'Itou Tsukasa']",,
2458,3924,Honoo no Mirage (Mirage of Blaze),13,"['Madhouse', 'Aniplex', 'Media Blasters']",TV,2002,2002,PG-13,6.79,"['Hayami Show', 'Seki Toshihiko', 'Matsuno Taiki', 'Matsumoto Yasunori']",,
2459,3928,Jewelpet,52,"['TV Osaka', 'Studio Comet']",TV,2009,2010,PG,6.79,"['Saitou Ayaka', 'Hirano Aya', 'Sasaki Nozomi', 'Shishido Rumi']",,
2460,3929,Jikuu Boukenki Zentrix (Zentrix),26,"['Bandai Entertainment', 'Imagi']",TV,2003,2003,PG,6.79,['Masukawa Yoichi'],,
2461,3930,Kaibutsu-kun (1980),94,['Shin-Ei Animation'],TV,1980,1982,G,6.79,"['Nozawa Masako', 'Kamiyama Takuzou', 'Nomoto Reizou', 'Miwa Katsue']",,
2462,3933,Ketsuekigata-kun! 2,12,"['Feel', 'Earth Star Entertainment']",TV,2015,2015,PG-13,6.78,"['Ishida Akira', 'Kakihara Tetsuya', 'Fukuyama Jun', 'Nakamura Yuuichi']",,
2463,3934,Koihime†Musou OVA,1,"['Marvelous Entertainment', 'Sentai Filmworks']",OVA,2009,2009,R+,6.79,"['Kurokawa Nami', 'Motoi Emi', 'Nishizawa Hiroka', 'Kobayashi Maki']",,
2464,3936,Kyoushirou to Towa no Sora Specials,6,['TNK'],Special,2007,2007,PG-13,6.79,[],,
2465,3937,Love Get Chu,25,['Radix'],TV,2006,2006,PG-13,6.79,"['Takamoto Megumi', 'Takahashi Naozumi', 'Yamamoto Maria', 'Hase Yurina']",,
2466,3938,Magical★Taruruuto-kun,87,['Toei Animation'],TV,1990,1992,PG-13,6.79,['Tarako Isono'],,
2467,3940,Mahou no Yousei Persia,48,['Studio Pierrot'],TV,1984,1985,PG,6.79,"['Tominaga Miina', 'Mizushima Yuu', 'Nanba Keiichi', 'Kishiro Sakurako']",,
2468,3941,Mori no Densetsu (Legend of the Forest),1,['Tezuka Productions'],Movie,1987,1987,PG,6.78,[],,
2469,3942,Mouryou no Hako Special,1,['Madhouse'],Special,2009,2009,R,6.79,"['Kuwashima Houko', 'Hirata Hiroaki', 'Kiuchi Hidenobu']",,
2470,3943,Nanaka 6/17,12,"['J.C.Staff', 'Genco', 'ADV Films']",TV,2003,2003,PG-13,6.79,"['Chiba Chiemi', 'Suzumura Kenichi', 'Sanpei Yuuko', 'Horie Yui', 'Shimura Tomoyuki']",,
2471,3944,Nanaka 6/17 Special (Nanaka the Distraction),1,"['J.C.Staff', 'Genco', 'ADV Films']",Special,2003,2003,PG-13,6.79,"['Chiba Chiemi', 'Suzumura Kenichi', 'Horie Yui']",,
2472,3949,Rokudenashi Blues,1,['Toei Animation'],Movie,1992,1992,R,6.79,['Hori Hideyuki'],,
2473,3951,Stratos 4,13,"['Bandai Visual', 'Studio Fantasia', 'Bandai Entertainment']",TV,2003,2003,PG-13,6.79,"['Orikasa Fumiko', 'Kakazu Yumi', 'Shimizu Kaori', 'Kikuchi Shiho']",,
2474,3957,Youkai Watch (Yo-Kai Watch),Unknown,['Oriental Light and Magic'],TV,2014 to ?,2014 to ?,G,6.79,"['Kozakura Etsuko', 'Seki Tomokazu', 'Tomatsu Haruka', 'Sato Chie']",,
2475,3958,Ai Shite Night (Rock&#039;n Roll Kids),42,['Toei Animation'],TV,1983,1984,PG,6.78,"['Horie Mitsuko', 'Mita Yuko', 'Sasaki Isao', 'Amenomori Masashi']",,
2476,3960,Bakusou Kyoudai Let&#039;s &amp; Go!! WGP Bousou Mini Yonku Daitsuiseki,1,"['None found', 'add some']",Movie,1997,1997,G,6.78,[],,
2477,3961,Bakuto Sengen Daigander (Daigunder),39,"['TV Tokyo', 'Nippon Animation', 'Victor Entertainment']",TV,2002,2002,PG-13,6.78,"['Ishimura Tomoko', 'Yanada Kiyoyuki', 'Ihata Juri', 'Takimoto Fujiko']",,
2478,3963,Cutey Honey F,39,"['Toei Animation', 'Dynamic Planning']",TV,1997,1998,PG-13,6.78,"['Nagano Ai', 'Chiba Susumu', 'Ohmoto Makiko', 'Hayami Show']",,
2479,3965,Dragon Ball GT,64,"['Toei Animation', 'FUNimation Entertainment']",TV,1996,1997,PG-13,6.78,"['Nozawa Masako', 'Kusao Takeshi', 'Minaguchi Yuko', 'Satouchi Shinobu']",,
2480,3966,Dynamic Super Robots Soushingekki,3,"['Bandai Visual', 'Bee Media', 'Dynamic Planning']",Special,2000,2001,PG,6.78,[],,
2481,3967,Element Hunters,39,"['NHK Enterprises', 'Heewon Entertainment']",TV,2009,2010,G,6.78,"['Enomoto Atsuko', 'Honjou Yuutaro', 'Kuwashima Houko', 'Suyama Akio']",,
2482,3969,Gokujou!! Mecha Mote Iinchou,51,"['TV Tokyo', 'Shogakukan Productions', 'SynergySP', 'Ryukyu Asahi Broadcasting']",TV,2009,2010,PG,6.78,"['Ogawa Mana', 'Abe Ryutaro', 'Oshima Ryo', 'Chiba Chiemi']",,
2483,3971,Happy☆Lesson,5,['KSS'],OVA,2001,2003,PG-13,6.78,"['Kimura Akiko', 'Asano Ruri', 'Kishio Daisuke', 'Inoue Kikuko']",,
2484,3972,Hashire! Shiroi Ookami (White Fang),1,"['Group TAC', 'Toho Company']",Movie,1990,1990,PG-13,6.78,[],,
2485,3974,Hikyou Tanken Fam &amp; Ihrlie (Ruin Explorers),4,"['Bandai Visual', 'Ajia-Do', 'ADV Films', 'Animate Film', 'Maiden Japan']",OVA,1995,1996,R+,6.78,"['Shiina Hekiru', 'Neya Michiko', 'Yamadera Kouichi', 'Matsumoto Rika']",,
2486,3975,Jagainu-kun,26,['Aniplex'],TV,2004,2004,G,6.78,[],,
2487,3977,Kanojo ga Flag wo Oraretara OVA,1,"['Hoods Entertainment', 'The Klock Worx']",OVA,2014,2014,PG-13,6.78,"['Hanazawa Kana', 'Kayano Ai', 'Kido Ibuki', 'Osaka Ryota']",,
2488,3978,Kuso Kagaku Sekai Gulliver Boy (Fantascience World Gulliver Boy),50,['Toei Animation'],TV,1995,1995,PG-13,6.77,"['Yamazaki Wakana', 'Shiozawa Kaneto', 'Ootani Ikue', 'Yokoyama Chisa']",,
2489,3979,Mahou no Princess Minky Momo (Magical Princess Minky Momo),63,['Production Reed'],TV,1982,1983,G,6.78,['Koyama Mami'],,
2490,3981,Mahou no Star Magical Emi,38,['Studio Pierrot'],TV,1985,1986,PG,6.78,['Obata Yoko'],,
2491,3982,Medarot Damashii (Medabots Spirits),39,"['Production I.G', 'ADV Films', 'NAS', 'Nelvana']",TV,2000,2001,G,6.78,['Yamazaki Michiru'],,
2492,3983,Moero! Top Striker (Top Striker),49,"['Nippon Animation', 'Fuji TV']",TV,1991,1992,G,6.78,"['Ikura Kazue', 'Matsumoto Rika', 'Yamazaki Takumi']",,
2493,3984,Nagato Yuki-chan no Shoushitsu,16,"['Satelight', 'FUNimation Entertainment', 'Lantis', 'Kadokawa Shoten', 'The Klock Worx']",TV,2015,2015,PG-13,6.78,"['Sugita Tomokazu', 'Chihara Minori', 'Hirano Aya', 'Gotou Yuuko']",,
2494,3985,Otome wa Boku ni Koishiteru Special,1,['Feel'],Special,2007,2007,PG-13,6.78,[],,
2495,3987,Ribbon no Kishi (Princess Knight),52,"['Mushi Productions', 'Right Stuf']",TV,1967,1968,PG-13,6.78,"['Oota Yoshiko', 'Sasuga Takako', 'Shouji Miyoko']",,
2496,3988,Seikoku no Dragonar (Dragonar Academy),12,"['FUNimation Entertainment', 'Media Factory', 'AT-X', 'Sony Music Communications', 'C-Station']",TV,2014,2014,R+,6.78,"['Ise Mariya', 'Sakura Ayane', 'Takahashi Kouji', 'Inoue Marina']",,
2497,3990,Tide-Line Blue,12,"['Bandai Visual', 'TV Asahi', 'Telecom Animation Film', 'Lantis', 'Bandai Entertainment']",TV,2005,2005,PG-13,6.78,"['Sakaguchi Daisuke', 'Sakakibara Yoshiko', 'Namikawa Daisuke']",,
2498,3991,Tondemo Senshi Muteking,56,['Tatsunoko Productions'],TV,1980,1981,None,6.78,[],,
2499,3993,Utakata Hanabi,1,"['Madhouse', 'Sony Music Entertainment']",Music,2010,2010,G,6.78,[],,
2500,3994,Violinist of Hamelin,25,['Studio Deen'],TV,1996,1997,PG-13,6.78,"['Ueda Yuji', 'Yao Kazuki', 'Ogata Megumi', 'Tsujitani Kouji', 'Iizuka Mayumi']",,
2501,3995,Wanwan Sanjushi (Dogtanian and the Three Muskehounds),26,['Nippon Animation'],TV,1981,1982,G,6.78,['Majima Satomi'],,
2502,3996,Wish,1,"['None found', 'add some']",Music,1997,1997,G,6.78,[],,
2503,3998,Choujuushin Gravion Zwei (Super Heavy God Gravion Zwei),12,"['Gonzo', 'ADV Films']",TV,2004,2004,R+,6.77,"['Asakawa Yuu', 'Hayami Show', 'Kuwashima Houko', 'Ikezawa Haruna']",,
2504,4000,Dokonjou Gaeru,103,['Tokyo Movie Shinsha'],TV,1972,1974,G,6.77,"['Chijimatsu Sachiko', 'Kuri Youko', 'Nozawa Masako', 'Nakamura Shuusei']",,
2505,4002,Fortune Dogs,39,"['None found', 'add some']",TV,2002,2003,None,6.77,[],,
2506,4003,Freezing Specials,6,"['FUNimation Entertainment', 'Media Factory']",Special,2011,2011,R+,6.77,"['Noto Mamiko', 'Hanazawa Kana', 'Ichiki Mitsuhiro', 'Kitamura Eri']",,
2507,4004,Gasaraki,25,"['Sunrise', 'ADV Films', 'Yomiko Advertising', 'Right Stuf', 'Atelier Musa']",TV,1998,1999,PG-13,6.77,"['Kingetsu Mami', 'Hiyama Nobuyuki', 'Takada Yuji', 'Yasui Kunihiko']",,
2508,4009,Kämpfer für die Liebe,2,"['J.C.Staff', 'Nomad', 'Lantis', 'DAX Production', 'Sentai Filmworks']",Special,2011,2011,R+,6.77,"['Nazuka Kaori', 'Inoue Marina', 'Horie Yui', 'Nakajima Megumi']",,
2509,4010,Metal Fight Beyblade,51,"['Tatsunoko Productions', 'SynergySP', 'Nelvana', 'Seven']",TV,2009,2010,PG,6.77,"['Hino Satoshi', 'Kanada Aki', 'Shindou Kei', 'Katou Emiri']",,
2510,4011,Mini Van Special,1,['DLE'],Special,2013,2013,PG-13,6.76,"['Satou Takuya', 'Enomoto Atsuko', 'Yonaga Tsubasa', 'Ishikawa Shizuka']",,
2511,4018,R-15,12,"['AIC', 'Remic', 'Kadokawa Shoten', 'Kadokawa Pictures Japan', 'The Klock Worx', 'AMG MUSIC', 'Studio Kelmadick']",TV,2011,2011,R+,6.77,"['Fukuhara Yurina', 'Kashiyama Nanami', 'Kitaoka Chiharu', 'Komatsu Mana']",,
2512,4020,Ryuuseiki Gakusaver (Shooting Star Gakusaver),6,"['Production I.G', 'Starchild Records', 'Movic']",OVA,1993,1994,PG-13,6.77,"['Ikura Kazue', 'Horiuchi Kenyuu', 'Tamagawa Sakiko', 'Koyasu Takehito']",,
2513,4021,Saber Marionette R,3,"['Bandai Visual', 'Bandai Entertainment', 'Media Blasters']",OVA,1995,1995,PG-13,6.77,"['Hayashibara Megumi', 'Shiratori Yuri', 'Hiramatsu Akiko', 'Imai Yuka']",,
2514,4022,Sacred Seven,12,"['Sunrise', 'Bandai', 'Sentai Filmworks']",TV,2011,2011,PG-13,6.77,"['Terashima Takuma', 'Nakajima Megumi', 'Okamoto Nobuhiko', 'Ookawa Tooru']",,
2515,4023,Seikon no Qwaser II (The Qwaser of Stigmata II),12,"['Hoods Entertainment', 'Sentai Filmworks']",TV,2011,2011,R+,6.77,"['Sanpei Yuuko', 'Hirano Aya', 'Fujimura Ayumi', 'Toyosaki Aki']",,
2516,4025,Shadow Skill (1996) (Shadow Skill: The Movie),3,"['Takeshobo', 'Zero-G Room']",OVA,1996,1996,R,6.77,['Hayashibara Megumi'],,
2517,4027,Sora no Method (Celestial Method),13,"['Bandai Visual', 'Lantis', 'Sentai Filmworks', 'Studio 3Hz', 'Good Smile Company']",TV,2014,2014,PG-13,6.78,"['Minase Inori', 'Komatsu Mikako', 'Natsukawa Shiina', 'Toyosaki Aki']",,
2518,4031,Tokkou (Tokko),13,"['AIC Spirits', 'Group TAC']",TV,2006,2006,R,6.77,"['Orikasa Fumiko', 'Suzumura Kenichi', 'Ueda Kana', 'Takagi Wataru']",,
2519,4032,Tokyo Underground,26,"['Studio Pierrot', 'TV Tokyo Music']",TV,2002,2002,PG-13,6.77,"['Nanao Haruhi', 'Seki Tomokazu', 'Morota Kaoru', 'Hoshi Soichiro']",,
2520,4033,Touka Gettan,26,"['Studio Deen', 'Wao World']",TV,2007,2007,R,6.77,"['Hayami Saori', 'Ise Mariya', 'Noto Mamiko', 'Kobayashi Sanae']",,
2521,4034,Tsuki no Waltz,1,"['Madhouse', 'NHK']",Music,2004,2004,G,6.77,[],,
2522,4035,Tsuyokiss,12,"['Trinet Entertainment', 'Three Fat Samurai', 'Sol Blade']",TV,2006,2006,PG-13,6.77,"['Mizuki Nana', 'Inoue Nana', 'Nakahara Mai', 'Fujita Saki']",,
2523,4036,Viva Namida,1,['Bones'],Music,2013,2013,PG-13,6.77,[],,
2524,4038,Windaria (Once Upon A Time),1,['Kaname Productions'],Movie,1986,1986,R+,6.77,"['Furuya Toru', 'Kanda Waka', 'Inoue Kazuhiko', 'Matsui Naoko']",,
2525,4039,Yami to Boushi to Hon no Tabibito (Traveller Yami, Hat and Book),13,"['Adventure', 'Ecchi', 'Fantasy', 'Magic', 'Mystery', 'Shoujo Ai']",TV,2003,2003,R+,6.77,"['Noto Mamiko', 'Kobayashi Sanae', 'Shimizu Ai', 'Takagi Reiko']",
2526,4040,Akaneiro ni Somaru Saka (Akane Iro ni Somaru Saka),12,"['Marvelous Entertainment', 'TNK', 'Sentai Filmworks', 'feng', 'Delphi Sound']",TV,2008,2008,R+,6.76,"['Hirano Aya', 'Kugimiya Rie', 'Hatano Wataru', 'Hirohashi Ryou']",,
2527,4041,Akihabara Dennou-gumi,26,"['Production Reed', 'GANSIS']",TV,1998,1998,PG-13,6.76,"['Hayashibara Megumi', 'Shima Ryouka', 'Yoshizumi Kozue', 'Asakawa Yuu']",,
2528,4042,Anemone,1,"['None found', 'add some']",OVA,2011,2011,PG-13,6.76,[],,
2529,4044,Bakuten Shoot Beyblade 2002 (Beyblade V-Force),51,"['d-rights', 'Nelvana', 'Heewon Entertainment']",TV,2002,2002,PG,6.76,"['Takano Urara', 'Hisakawa Aya', 'Kumai Motoko', 'Orikasa Ai']",,
2530,4045,Burn Up Excess,13,"['AIC', 'ADV Films', 'Magic Bus']",TV,1997,1998,PG-13,6.76,"['Imai Yuka', 'Okamoto Maya', 'Amano Yuri', 'Shinohara Emi']",,
2531,4046,Buzzer Beater,13,['TMS Entertainment'],TV,2005,2005,PG-13,6.76,"['Takimoto Fujiko', 'Ueda Yuji', 'Kobayashi Sanae', 'Inada Tetsu']",,
2532,4048,Cutey Honey,25,"['Toei Animation', 'Discotek', 'Dynamic Planning']",TV,1973,1974,PG-13,6.76,"['Masuyama Eiko', 'Tomita Kousei', 'Mori Katsuji', 'Yoshida Rihoko']",,
2533,4049,DD Hokuto no Ken (2013) (DD Fist of the North Star),13,"['TV Tokyo', 'Sentai Filmworks', 'Asia-Do']",TV,2013,2013,PG-13,6.76,"['Tachibana Shinnosuke', 'Ichijo Kazuya', 'Seki Tomokazu', 'Kishio Daisuke']",,
2534,4051,DNA² OVA,3,"['Madhouse', 'Bandai Visual', 'Movic', 'Central Park Media', 'Discotek']",OVA,1995,1995,PG-13,6.76,"['Tominaga Miina', 'Nanba Keiichi', 'Kasahara Hiroko']",,
2535,4052,Eat-Man,12,"['Bandai Visual', 'Studio Deen', 'Bandai Entertainment']",TV,1997,1997,R,6.76,"['Ebara Masashi', 'Tsuda Masumi', 'Yayoi Mitsuki', 'Tsumura Makoto']",,
2536,4054,Haou Taikei Ryuu Knight (Lord of Lords Ryu Knight),52,['Sunrise'],TV,1994,1995,PG-13,6.76,"['Nishimura Tomohiro', 'Yajima Akiko', 'Yuuki Hiro', 'Kosugi Juurouta']",,
2537,4055,Hikari no Megami (Goddess of Light),1,['Shaft'],Special,2014,2014,G,6.75,"['Sasanuma Akira', 'Hisakawa Aya', 'Takayama Minami']",,
2538,4056,Jumping,1,['Tezuka Productions'],Movie,1984,1984,G,6.76,[],,
2539,4058,Kage kara Mamoru! (Guardian Ninja Mamoru),12,"['Aniplex', 'Group TAC', 'Studio Tulip', 'Sentai Filmworks', 'Tohokushinsha Film Corporation']",TV,2006,2006,PG-13,6.76,"['Nakahara Mai', 'Hanba Tomoe', 'Kisaichi Atsushi', 'Shimizu Ai', 'Furukawa Erina']",,
2540,4062,Kyoushirou to Towa no Sora (Shattered Angels),12,"['Geneon Universal Entertainment', 'ADV Films', 'FUNimation Entertainment', 'TNK', 'AT-X', 'The Klock Worx', 'Studio Mausu', 'Toshiba Entertainment']",TV,2007,2007,PG-13,6.76,"['Matsuoka Yuki', 'Konishi Katsuyuki', 'Yahagi Sayuri', 'Kawasumi Ayako']",,
2541,4063,Light Lag,1,['U/M/A/A Inc.'],Music,2011,2011,G,6.76,[],,
2542,4064,Mach GoGoGo (Speed Racer),52,"['FUNimation Entertainment', 'Tatsunoko Productions']",TV,1967,1968,PG-13,6.76,"['Mori Katsuji', 'Matsuo Yoshiko', 'Nomura Michiko', 'Aikawa Kinya', 'Ootake Hiroshi']",,
2543,4066,Nekogami Yaoyorozu (The Everyday Tales of a Cat God),12,"['AT-X', 'AIC Plus+', 'NIS America', 'Inc.', 'Marvelous AQL']",TV,2011,2011,PG-13,6.76,"['Tomatsu Haruka', 'Horie Yui', 'Toyosaki Aki', 'Tanaka Rie']",,
2544,4067,Nihonbashi Koukashita R Keikaku,1,"['Asahi Production', 'Rising Force']",Music,2012,2012,G,6.76,[],,
2545,4068,Nils no Fushigi na Tabi (Movie),1,['Studio Pierrot'],Movie,1981,1981,G,6.76,"['Genda Tessyo', 'Yokozawa Keiko', 'Adachi Shinobu']",,
2546,4069,Ookami Shoujo to Kuro Ouji Recap,1,"['VAP', 'TYO Animations']",Special,2014,2014,PG-13,6.76,"['Sakurai Takahiro', 'Itou Kanae', 'Hosoya Yoshimasa', 'Murase Ayumu']",,
2547,4071,Seirei Tsukai no Blade Dance Specials,6,['TNK'],Special,2014,2015,PG-13,6.76,"['Kakuma Ai', 'Furukawa Makoto', 'Ishigami Shizuka', 'Kido Ibuki']",,
2548,4074,Shin Cutey Honey,8,"['Toei Video', 'Dynamic Planning']",OVA,1994,1995,R+,6.76,"['Neya Michiko', 'Tomita Kousei', 'Matsumoto Rika', 'Egawa Hisao']",,
2549,4075,Sky Girls OVA,1,"['J.C.Staff', 'Konami']",OVA,2006,2006,PG-13,6.76,"['Kawasumi Ayako', 'Itou Shizuka', 'Gotou Saori', 'Fujiwara Keiji']",,
2550,4076,Take Your Way,1,['NAZ'],Music,2013,2013,PG-13,6.76,[],,
2551,4077,Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,12,['Tesagure! Production Committee'],TV,2015,2015,PG-13,6.76,"['Ogino Karin', 'Nishi Asuka', 'Akesaka Satomi', 'Ohashi Ayaka']",,
2552,4082,Trava,4,['Madhouse'],OVA,2002,2002,PG-13,6.76,"['Tsuda Kanji', 'Morishita Yoshiyuki', 'Kohinata Shie']",,
2553,4083,Umineko no Naku Koro ni Specials (When the Seagulls Cry Specials),26,"['Studio Deen', 'Frontier Works']",Special,2009,2010,PG-13,6.76,"['Ohara Sayaka', 'Ono Daisuke', 'Horie Yui']",,
2554,4087,Atama Yama (Mt. Head),1,"['Studio Deen', 'Yamamura Animation', 'Inc.']",Movie,2002,2002,PG,6.75,['Kunimoto Takeharu'],,
2555,4088,Atarashii Sekai (New World),1,['Studio 4°C'],Music,2008,2008,G,6.75,[],,
2556,4089,Bakuretsu Hunters OVA (Sorcerer Hunters),3,"['Xebec', 'ADV Films', 'Tokyo Kids', 'Movic', 'Production Reed']",OVA,1996,1997,R,6.75,"['Furumoto Shinnosuke', 'Mizutani Yuuko', 'Hayashibara Megumi', 'Madono Mitsuaki']",,
2557,4090,Bakusou Kyoudai Let&#039;s &amp; Go MAX,51,['Xebec'],TV,1998,1998,G,6.75,"['Watanabe Kumiko', 'Ikezawa Haruna', 'Hidaka Noriko', 'Fuchizaki Yuriko']",,
2558,4091,Bannou Bunka Neko-Musume (1998),12,"['ADV Films', 'Movic', 'Production Reed']",TV,1998,1998,PG-13,6.75,"['Hayashibara Megumi', 'Ikura Kazue']",,
2559,4092,Bomberman B-Daman Bakugaiden,48,['Madhouse'],TV,1998,1999,PG-13,6.75,[],,
2560,4093,Chargeman Ken!,65,['Knack Productions'],TV,1974,1974,G,6.75,['Sawada Kazuko'],,
2561,4094,Coyote Ragtime Show,12,"['ufotable', 'ADV Films', 'FUNimation Entertainment']",TV,2006,2006,PG-13,6.75,"['Ootsuka Akio', 'Hirohashi Ryou', 'Seki Tomokazu', 'Houki Katsuhisa']",,
2562,4097,Feeling from Mountain and Water,1,['Shanghai Animation Film Studio'],Movie,1988,1988,G,6.75,[],,
2563,4098,Final Approach,13,"['Trinet Entertainment', 'Zexcs']",TV,2004,2004,PG-13,6.75,"['Nogawa Sakura', 'Kishio Daisuke', 'Takahashi Chiaki', 'Okano Kousuke']",,
2564,4100,Ginga Patrol PJ,26,['Eiken'],TV,1982 to 1983,1982 to 1983,None,6.75,[],,
2565,4101,Hanaukyou Maid-tai (Hanaukyo Maids),12,"['Daume', 'm.o.e.']",TV,2001,2001,R+,6.75,"['Tanaka Rie', 'Kaida Yuki', 'Hiramatsu Akiko']",,
2566,4103,Honey Honey no Suteki na Bouken,29,['Kokusai Eigasha'],TV,1981,1982,G,6.75,"['Inoue Makio', 'Shiraishi Fuyumi', 'Matsushima Minori']",,
